spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
6Kijtp0DB6VwcoJIw7PJ9W,"Imithandazo (feat. Young Stunna, DJ Maphorisa, Sizwe Alakine & Umthakathi Kush)","Kabza De Small, Mthunzi, DJ Maphorisa, Young Stunna, Sizwe Alakine, Umthakathi Kush",1,0,0,ZA,2024-02-14,73,False,351200,Isimo,2023-10-27,0.806,0.767,6,-9.686,0,0.112,0.179,0.00126,0.182,0.795,113.001,4
5CD3ImPPdCW8QFQkjo5TXt,Funk 55,"Shakes & Les, DBN Gogo, Zee Nxumalo, Ceeka RSA, Chley",2,0,0,ZA,2024-02-14,69,False,373821,Funk 55,2023-12-01,0.895,0.438,2,-13.307,0,0.083,0.023,0.000359,0.0425,0.508,113.047,4
4m4BHvDfzIgj5LbQLuFiIp,CARNIVAL,"Kanye West, Ty Dolla $ign",3,2,47,ZA,2024-02-14,82,True,264324,VULTURES 1,2024-02-09,0.596,0.81,1,-5.745,1,0.152,0.192,0.0,0.338,0.29,148.241,4
6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Benson Boone,4,6,0,ZA,2024-02-14,96,False,180304,Beautiful Things,2024-01-18,0.472,0.471,10,-5.692,1,0.0603,0.151,0.0,0.14,0.219,105.029,3
4tsVMjM60RNTe9EV5oQ4sQ,Masithokoze,"DJ Stokie, Eemoh",5,-2,-2,ZA,2024-02-14,69,False,427217,Masithokoze,2023-10-20,0.603,0.501,6,-14.253,0,0.0617,0.0224,0.155,0.0154,0.355,113.006,4
0UBK6HcgmmWUQzFQTncmDz,Keneilwe (feat. Dalom Kids),"Wanitwa Mos, Nkosazana Daughter, Master KG, Dalom Kids",6,-2,-1,ZA,2024-02-14,69,False,328096,Makhelwane,2023-11-17,0.867,0.45,9,-8.306,1,0.0467,0.0102,0.00124,0.0228,0.589,113.015,4
0WIv5qV41y6YjjB9V1biuC,Made For Me,Muni Long,7,5,1,ZA,2024-02-14,81,False,188000,Made For Me,2023-09-15,0.785,0.47,7,-6.42,0,0.0329,0.137,1.12e-06,0.131,0.0569,120.006,4
3pImmSzeKex5ffzsDoaL3z,Izenzo,"Bassie, Aymos, T-Man SA",8,-2,-2,ZA,2024-02-14,67,False,414966,Izenzo,2023-08-25,0.748,0.56,4,-13.918,0,0.0563,0.575,0.00117,0.141,0.492,112.0,4
5TY9ovYtBeJTY9s7K3ijEd,Hit after Hit,Ugatsheni,9,0,3,ZA,2024-02-14,60,False,279823,Uyihlo nonyoko,2023-12-08,0.645,0.792,0,-7.466,1,0.0541,0.575,0.0,0.0899,0.679,158.53,4
7JbLSEDlRdoJaXk5ddZae2,Paris,"Mthandeni SK, Lwah Ndlunkulu",10,-2,1,ZA,2024-02-14,64,False,257959,Paris,2023-08-09,0.619,0.903,1,-4.659,1,0.0693,0.0296,0.00199,0.19,0.964,154.639,4
2pqIaYg12ziqIpVtdVESGt,"Amalobolo (feat. Stixx, Nia Pearl)","Kelvin Momo, Babalwa M, Nia Pearl, Stixx",11,0,-4,ZA,2024-02-14,49,False,509789,Kurhula,2023-12-08,0.794,0.436,6,-18.272,0,0.0633,0.00775,0.699,0.654,0.353,112.997,4
6OON4kMjTFqARMFrRbmlwy,STARS,"Kanye West, Ty Dolla $ign",12,-5,38,ZA,2024-02-14,81,True,115238,VULTURES 1,2024-02-09,0.584,0.567,0,-8.272,0,0.0436,0.258,0.121,0.118,0.266,125.991,4
0Tgm7wkLb0AfAHAZDschvD,BACK TO ME,"Kanye West, Ty Dolla $ign",13,0,37,ZA,2024-02-14,80,True,295471,VULTURES 1,2024-02-09,0.815,0.788,1,-7.216,1,0.0884,0.00104,0.0,0.0613,0.336,95.66,4
3Fwebmu4BzPUpDtPZo0qHb,16 CARRIAGES,Beyoncé,14,36,36,ZA,2024-02-14,0,False,233521,16 CARRIAGES,2024-02-09,0.525,0.453,8,-7.047,1,0.0634,0.382,0.0,0.0859,0.382,127.246,4
0Z7nGFVCLfixWctgePsRk9,TEXAS HOLD 'EM,Beyoncé,15,35,35,ZA,2024-02-14,0,True,235636,TEXAS HOLD 'EM,2024-02-11,0.725,0.709,2,-6.514,1,0.072,0.588,0.0,0.135,0.353,110.024,4
5yyYL1FpimADTIftYQU0cg,iPlan,"Dlala Thukzin, Zaba, Sykes",16,-2,-7,ZA,2024-02-14,69,False,410847,Permanent Music 3,2023-09-15,0.697,0.643,5,-10.253,0,0.0384,0.0709,0.584,0.101,0.748,118.004,4
5aIVCx5tnk0ntmdiinnYvw,Water,Tyla,17,2,-7,ZA,2024-02-14,95,False,200255,Water,2023-07-28,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,4
5rlXuCLnMdfo85079qXHoz,FUK SUMN,"Kanye West, Ty Dolla $ign",18,2,32,ZA,2024-02-14,80,True,209577,VULTURES 1,2024-02-09,0.775,0.817,4,-2.825,0,0.147,0.132,0.0,0.053,0.463,142.092,4
52eIcoLUM25zbQupAZYoFh,redrum,21 Savage,19,5,-5,ZA,2024-02-14,96,True,270697,american dream,2024-01-12,0.624,0.74,2,-8.445,1,0.0481,0.00529,0.000224,0.5,0.246,172.089,4
3qnbLYCLzKvGIQXFyopS2H,TALKING,"Kanye West, Ty Dolla $ign",20,-5,30,ZA,2024-02-14,78,True,185110,VULTURES 1,2024-02-09,0.47,0.454,9,-9.567,1,0.135,0.417,1.74e-06,0.207,0.34,148.383,4
4xhsWYTOGcal8zt0J161CU,Lovin On Me,Jack Harlow,21,2,-8,ZA,2024-02-14,99,True,138411,Lovin On Me,2023-11-10,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,4
4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,22,0,-3,ZA,2024-02-14,93,True,201800,SOS,2022-12-09,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,4
1eOOCRtXcPwK8qG8VjtczJ,Dubula (feat. DJ Latimmy) - Remake,"Harrycane, Master KG, Eemoh, DJ Latimmy",23,-6,-8,ZA,2024-02-14,65,False,306909,Dubula (feat. DJ Latimmy) [Remake],2023-11-03,0.765,0.453,8,-9.63,1,0.059,0.00824,0.0651,0.0641,0.622,112.015,4
3aZSvXuZt8ymQeixzFQM9W,KEYS TO MY LIFE,"Kanye West, Ty Dolla $ign",24,-8,26,ZA,2024-02-14,79,True,174083,VULTURES 1,2024-02-09,0.487,0.553,11,-8.938,0,0.645,0.133,0.0,0.115,0.623,80.441,4
1tz4np70ZKhzaXjdgl0J8i,PAID,"Kanye West, Ty Dolla $ign",25,-7,25,ZA,2024-02-14,79,True,195117,VULTURES 1,2024-02-09,0.79,0.691,10,-6.992,0,0.221,0.11,0.0,0.296,0.436,120.162,4
1whAXVGN8AdfrnoXNIXfJf,Truth or Dare,Tyla,26,-1,-4,ZA,2024-02-14,80,False,190392,TYLA,2023-12-01,0.61,0.599,1,-5.752,1,0.341,0.183,0.000124,0.0854,0.805,154.255,5
7DPUuTaTZCtQ6o4Xx00qzT,BEG FORGIVENESS,"Kanye West, Ty Dolla $ign",27,2,23,ZA,2024-02-14,77,True,368739,VULTURES 1,2024-02-09,0.498,0.275,1,-10.626,0,0.0584,0.188,0.00196,0.168,0.0432,105.303,1
4J1H4EuucGhhYfcPpYCBRr,Awukhuzeki,"DJ Stokie, Omit ST, Sobzeen, Zee_nhle",28,0,-7,ZA,2024-02-14,65,False,492617,My Journey Continues,2023-04-07,0.785,0.471,1,-12.497,1,0.0468,0.0133,0.688,0.119,0.497,112.991,4
3XqM8hLCEYlbnFjoWwqtFv,Angel Numbers / Ten Toes,Chris Brown,29,6,-11,ZA,2024-02-14,88,True,306847,11:11,2023-11-10,0.406,0.5,4,-8.452,0,0.0501,0.192,0.0,0.175,0.0905,157.984,4
5utUZ5nv6y6dR8irsnOQEj,Bloom,Aqyila,30,8,20,ZA,2024-02-14,65,False,175057,Bloom,2024-02-09,0.451,0.754,10,-5.266,1,0.131,0.564,2.4e-06,0.311,0.379,158.344,4
1ng4byy7mejezJ08hs4P7R,Isgubhu,"Sam Deep, Njelic, Aymos",31,-10,-15,ZA,2024-02-14,56,False,413838,iMALI YE NTWANA,2023-10-13,0.822,0.571,1,-11.215,0,0.0527,0.00391,0.0572,0.0518,0.547,112.998,4
38yfPQYoGWFJtn3NLBqTB0,Seduce Me (feat. Nkosazana Daughter & Happy JazzMan),"Daliwonga, Nkosazana Daughter, Happy Jazzman",32,-5,-15,ZA,2024-02-14,53,False,411428,DALI DALI,2023-10-06,0.91,0.902,0,-6.693,0,0.0465,0.0471,0.000517,0.0881,0.903,111.998,4
4nFrcGM7MY1mpoQCC7Kefj,Me & U,Tems,33,8,-7,ZA,2024-02-14,82,False,192935,Me & U,2023-10-05,0.775,0.662,10,-7.755,1,0.0408,0.117,0.0648,0.0928,0.257,112.014,4
4E3XDKil4ElJt6sXuz5cc6,BURN,"Kanye West, Ty Dolla $ign",34,-3,16,ZA,2024-02-14,80,True,111458,VULTURES 1,2024-02-09,0.594,0.885,4,-6.21,0,0.394,0.0158,6.29e-06,0.856,0.735,105.017,4
0mflMxspEfB0VbI1kyLiAv,Stick Season,Noah Kahan,35,14,-8,ZA,2024-02-14,98,False,182346,Stick Season,2022-10-14,0.662,0.488,9,-6.894,1,0.0682,0.782,0.0,0.102,0.817,117.913,4
6OGNF7mro80pMi5q1HhylS,Jealousy (feat. Leemckrazy & Ceeka RSA),"Khalil Harrison, Tyler ICU, LeeMcKrazy, Ceeka RSA",36,-2,-11,ZA,2024-02-14,61,False,390873,Jealousy (feat. Leemckrazy & Ceeka RSA),2023-11-17,0.867,0.783,4,-3.687,1,0.0522,0.0332,3.96e-05,0.0196,0.577,113.013,4
4202KkXGtULRsbRocWSw09,VULTURES,"Kanye West, Ty Dolla $ign",37,-4,13,ZA,2024-02-14,77,True,276986,VULTURES 1,2024-02-09,0.703,0.683,1,-4.256,0,0.209,0.053,0.0,0.141,0.475,146.07,4
71MzcOebEC5KoWBbzvFPkj,HOODRAT,"Kanye West, Ty Dolla $ign",38,-12,12,ZA,2024-02-14,77,True,222982,VULTURES 1,2024-02-09,0.538,0.514,11,-6.568,0,0.0348,0.0631,0.0,0.172,0.248,87.719,4
6uTPdRrEDeH8Fyg5L5qmeU,Never Lose Me,Flo Milli,39,3,-16,ZA,2024-02-14,93,True,125901,Never Lose Me,2023-11-30,0.781,0.567,1,-7.857,1,0.0969,0.0504,0.0,0.0981,0.0743,121.964,4
2Oe52Ggx8lxxI55azZbr5h,Amazwe (feat. Mawhoo),"Kabza De Small, Mthunzi, MaWhoo",40,3,-10,ZA,2024-02-14,61,False,463036,Isimo,2023-10-27,0.806,0.682,10,-9.961,0,0.0537,0.0159,0.00185,0.0548,0.582,112.992,4
5PyDJG7SQRgWXefgexqIge,Agora Hills,Doja Cat,41,4,-9,ZA,2024-02-14,85,True,265360,Scarlet,2023-09-20,0.755,0.687,8,-6.247,0,0.101,0.183,0.000177,0.125,0.381,123.01,4
4URabg9AGHasjFEVdTbWcC,Dalie (feat. Baby S.O.N),"Kamo Mphela, Tyler ICU, Khalil Harrison, Baby S.O.N",42,-10,-22,ZA,2024-02-14,72,False,280424,Dalie (feat. Baby S.O.N),2023-10-11,0.831,0.568,1,-9.984,1,0.0515,5e-05,0.0901,0.122,0.16,113.009,4
4YSa8VQxjzsski1DOsvkHH,DO IT,"Kanye West, Ty Dolla $ign",43,-13,7,ZA,2024-02-14,78,True,225000,VULTURES 1,2024-02-09,0.83,0.69,1,-5.87,1,0.0831,0.188,0.0,0.0795,0.622,107.016,4
3oPYVnm0LsmAQ4RobrRS29,Imnandi lento (feat. Tman Xpress),"Mellow & Sleazy, SjavasDaDeejay, TitoM, Tman Xpress",44,-8,-20,ZA,2024-02-14,50,False,447834,Boroko Keng,2023-12-15,0.861,0.524,6,-13.325,0,0.0667,0.06,0.000776,0.0231,0.632,111.982,4
2ee1Pa7Gs7lIGRXrl217IG,Hade Boss,"DJ Lag, Mr Nation Thingz, K.C Driller",45,-5,5,ZA,2024-02-14,54,False,382334,Hade Boss,2024-01-19,0.752,0.8,1,-8.945,1,0.038,0.0209,0.000982,0.224,0.252,113.013,4
3rUGC1vUpkDG9CZFHMur1t,greedy,Tate McRae,46,4,-17,ZA,2024-02-14,100,True,131872,greedy,2023-09-15,0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,1
0OBkFew4sntJl9PaJp0TOA,Forgive Our Trespasses (feat. Demola),"Nandipha808, Ceeka RSA, DEMOLA",47,-10,-14,ZA,2024-02-14,51,False,460800,Rebound,2023-09-01,0.75,0.533,10,-9.95,0,0.073,0.0396,0.354,0.0264,0.513,113.031,4
0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,48,2,-12,ZA,2024-02-14,90,False,195373,All I Want Is You,2010-11-26,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,4
3h5TiWTqGxjSjFrbruPFH9,Praise Jah In The Moonlight,YG Marley,49,1,-10,ZA,2024-02-14,91,True,263040,Praise Jah In The Moonlight,2023-12-27,0.66,0.727,6,-4.028,0,0.0441,0.128,1.31e-05,0.524,0.418,125.023,4
3IoAMvGFYzM05B64h7qmdf,PAPERWORK,"Kanye West, Ty Dolla $ign",50,-11,0,ZA,2024-02-14,78,True,145785,VULTURES 1,2024-02-09,0.742,0.488,8,-5.308,1,0.0551,0.0704,9.4e-06,0.0821,0.186,120.811,4
4qYfRfSxsmhJ1WMaywtLyI,Từng Quen,"Wren Evans, itsnk",1,3,1,VN,2024-02-14,70,False,174545,LOI CHOI: The Neo Pop Punk,2023-12-17,0.768,0.325,7,-11.863,1,0.15,0.133,7.69e-06,0.174,0.525,76.975,4
2HRgqmZQC0MC7GeNuDIXHN,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",2,-1,-1,VN,2024-02-14,90,True,183550,GOLDEN,2023-11-03,0.79,0.831,11,-4.185,1,0.044,0.312,0.0,0.0797,0.872,124.987,4
0X28PqBpbQhWdi4usYw0w5,Tò Te Tí,"Wren Evans, itsnk",3,3,0,VN,2024-02-14,74,False,195000,LOI CHOI: The Neo Pop Punk,2023-12-17,0.725,0.7,5,-8.58,1,0.0938,0.00238,0.00409,0.0468,0.863,160.044,4
1khMN4Adfi3LrZvxOq4YM5,"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)","VSOUL, RPT MCK, Obito, Ronboogz, Boyzed",4,3,2,VN,2024-02-14,73,False,291750,"Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)",2023-12-25,0.548,0.611,5,-8.065,0,0.0837,0.266,0.0,0.174,0.401,79.837,4
1bG6Q8sR8jda7ryI365y8o,Những Lời Hứa Bỏ Quên,"Vũ., Dear Jane",5,3,2,VN,2024-02-14,74,False,236262,Những Lời Hứa Bỏ Quên,2023-12-14,0.535,0.661,0,-7.797,1,0.0314,0.716,2.23e-05,0.125,0.337,135.054,4
3ZbZtdEw9U0uZW4tZItIwq,Chịu Cách Mình Nói Thua,"RHYDER, CoolKid, BAN",6,4,2,VN,2024-02-14,72,False,181558,Chịu Cách Mình Nói Thua,2023-11-22,0.628,0.698,10,-6.757,0,0.0348,0.146,0.0,0.109,0.341,154.061,4
2kauMp3YNHXULGXyJh4321,Phóng Đổ Tim Em,"Wren Evans, itsnk",7,2,3,VN,2024-02-14,72,False,134267,LOI CHOI: The Neo Pop Punk,2023-12-17,0.816,0.348,6,-13.128,1,0.085,0.255,0.0,0.11,0.576,135.961,4
4NTanSVXBkQ2NmDEbr2vLE,Trái đất ôm Mặt trời,"Kai Đinh, GREY D, Hoàng Thùy Linh",8,5,1,VN,2024-02-14,71,False,194703,Trái đất ôm Mặt trời,2023-12-18,0.686,0.656,5,-6.375,0,0.0562,0.612,5.45e-06,0.394,0.65,138.059,4
5J3m0taZ0W1E9HTE0MwcSv,Simp Gái 808,Low G,9,2,2,VN,2024-02-14,71,True,161948,Simp Gái 808,2023-10-18,0.778,0.514,8,-12.45,0,0.197,0.355,0.000535,0.323,0.224,94.994,4
6IHLOkgZftkcqS3fM0jMCT,Em Xinh,"MONO, Onionn.",10,2,2,VN,2024-02-14,71,False,183236,ĐẸP,2023-11-30,0.76,0.881,10,-6.868,1,0.0548,0.0521,0.00134,0.645,0.533,120.047,4
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,11,-9,-7,VN,2024-02-14,96,False,206019,GOLDEN,2023-11-03,0.711,0.809,2,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017,4
4exlWP8cokkWVCvyP3kg7c,nếu lúc đó,"tlinh, 2pillz",12,6,5,VN,2024-02-14,65,False,263752,ái,2023-08-16,0.632,0.577,4,-8.482,1,0.0319,0.333,0.000163,0.16,0.359,140.035,4
2doGmsaPLdot51o80juiYU,Đánh Đổi (ft. RPT MCK),"Obito, RPT MCK, Shiki",13,2,2,VN,2024-02-14,69,True,226993,Đánh Đổi,2023-10-10,0.645,0.566,2,-12.294,1,0.14,0.237,4.73e-06,0.418,0.556,76.876,4
0hhF4SJHEosOwZ7gbjgmbf,Không Thể Say,HIEUTHUHAI,14,8,12,VN,2024-02-14,65,False,228413,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,2023-10-16,0.67,0.632,7,-5.264,1,0.042,0.25,0.0,0.211,0.639,145.027,4
0tGmDUHDoT8pxYhgAT3yNG,bé ơi từ từ,"Wren Evans, itsnk",15,-1,3,VN,2024-02-14,71,False,200727,LOI CHOI: The Neo Pop Punk,2023-12-17,0.782,0.383,9,-12.702,0,0.0616,0.0522,0.000124,0.095,0.236,109.971,4
5C1O3fpMsiisJpHiB1uuDf,ĐỢI (Prod. RIO),52Hz,16,0,0,VN,2024-02-14,67,False,197000,ĐỢI (Prod. RIO),2023-12-15,0.505,0.499,2,-9.134,1,0.0309,0.425,0.0852,0.0574,0.237,77.767,4
4jWmhzf53Q0ZvZMuGdiR9x,shhhhhhh..,"WEAN, tlinh",17,2,2,VN,2024-02-14,70,False,230675,shhhhhhh..,2023-10-07,0.739,0.537,2,-7.241,0,0.0394,0.251,0.0,0.0998,0.379,137.97,4
2N0SPREDYqILVEFSsWF5N5,Love Me Again,V,18,-13,-13,VN,2024-02-14,91,False,182293,Layover,2023-08-11,0.633,0.607,0,-6.182,0,0.0532,0.183,1.38e-06,0.167,0.363,74.029,4
7jLSThU5Kg1RWt19Leiaxm,Chìm Sâu,"RPT MCK, Trung Trần",19,1,-5,VN,2024-02-14,68,True,156303,99%,2023-03-02,0.598,0.489,11,-8.884,0,0.0486,0.587,0.0,0.119,0.502,204.179,3
0kHgteR4TV4LO80wrasDSR,Bạn Đời,"Karik, GDucky",20,3,0,VN,2024-02-14,70,False,300718,Bạn Đời,2023-10-04,0.843,0.484,5,-8.246,1,0.053,0.706,0.0,0.098,0.356,129.987,4
3YctJXK6kznnWl68TnYobN,Anh Đã Ổn Hơn,RPT MCK,21,3,2,VN,2024-02-14,69,False,194005,99%,2023-03-02,0.703,0.28,3,-9.56,1,0.0293,0.726,0.000282,0.118,0.338,141.892,3
3K7RddI2L8Wiv7uIbrhfLc,Rồi Em Sẽ Gặp Một Chàng Trai Khác (feat. HippoHappy),"The Masked Singer, HippoHappy",22,3,-1,VN,2024-02-14,69,False,303968,(Tập 14) Ca Sĩ Mặt Nạ Mùa 2 [The Masked Singer Vietnam],2023-11-12,0.636,0.402,10,-7.858,1,0.0386,0.813,0.0,0.115,0.293,127.95,4
3UX7FjJDl6RodnWekzFwEB,Exit Sign,"HIEUTHUHAI, marzuz",23,4,1,VN,2024-02-14,68,False,201589,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,2023-10-16,0.626,0.597,2,-7.55,1,0.33,0.844,2.39e-05,0.149,0.182,79.406,4
6KgZf5gZgF1KLNxq1qZgHP,Anh Là Ngoại Lệ Của Em,Phương Ly,24,4,-2,VN,2024-02-14,70,False,188108,Anh Là Ngoại Lệ Của Em,2023-10-05,0.844,0.677,6,-5.958,1,0.0564,0.171,2.34e-05,0.387,0.791,111.006,4
7LVrrX8pkzI9fMF88nGabt,Đi Về Nhà,"Đen, JustaTee",25,-4,11,VN,2024-02-14,67,False,200000,Đi Về Nhà,2020-12-20,0.742,0.662,5,-4.651,1,0.0647,0.578,0.0,0.126,0.486,84.006,4
0SLhB9JLM4Ksz1XdwK3aQD,Hà Nội (ft. VSTRA),"Obito, VSTRA, Shiki",26,0,-1,VN,2024-02-14,69,False,165555,Đánh Đổi,2023-10-10,0.768,0.368,11,-13.274,0,0.047,0.329,0.105,0.284,0.365,107.998,4
4fj4Jn4nw8fGX8xdbCntJf,Sau Cơn Mưa,"CoolKid, RHYDER",27,6,2,VN,2024-02-14,68,False,154756,Sau Cơn Mưa,2023-07-28,0.69,0.3,6,-9.204,1,0.039,0.769,1.69e-06,0.123,0.646,81.983,4
2uZmeuNAxSm7XfVIwLkhCx,nhắn nhủ,Ronboogz,28,1,-1,VN,2024-02-14,67,False,241190,nhắn nhủ,2023-12-12,0.762,0.295,7,-9.745,1,0.035,0.954,0.00157,0.164,0.284,129.962,4
3A9A7mfVDVm3rrS9SMGhg5,Hư không,Kha,29,1,-1,VN,2024-02-14,65,False,354782,tình,2023-12-14,0.695,0.44,6,-8.482,1,0.0332,0.678,0.00137,0.103,0.225,115.009,4
4X2vrRE8Pi5hBMbWRjofAU,NOLOVENOLIFE,HIEUTHUHAI,30,7,12,VN,2024-02-14,67,False,170898,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,2023-10-16,0.812,0.704,4,-4.499,1,0.148,0.352,0.0,0.104,0.554,138.013,4
6VXVYATpQXEIoZ97NnWCmn,Vì Anh Đâu Có Biết,"Madihu, Vũ.",31,10,2,VN,2024-02-14,68,False,241919,Vì Anh Đâu Có Biết,2022-08-04,0.775,0.358,9,-6.473,0,0.0527,0.861,0.0,0.415,0.524,139.982,4
1o6cYDMHvKOfizi4d9Lqxr,id 072019,W/N,32,10,5,VN,2024-02-14,68,False,271704,id 072019,2023-07-31,0.593,0.325,6,-11.214,1,0.0296,0.957,0.219,0.286,0.442,110.068,4
2JuHIbFudHwDqQssgqsH3i,Lệ Lưu Ly,"Vũ Phụng Tiên, DT Tập Rap, Drum7",33,1,-3,VN,2024-02-14,69,False,200842,Lệ Lưu Ly,2023-09-20,0.771,0.438,3,-10.909,0,0.0745,0.794,0.0454,0.112,0.622,94.997,4
3XCp5o1FUpAH0aj2Hmj5yz,Call Me,"Wren Evans, itsnk",34,-3,-3,VN,2024-02-14,67,False,214736,LOI CHOI: The Neo Pop Punk,2023-12-17,0.808,0.541,9,-11.864,0,0.0654,0.0992,0.00351,0.0939,0.38,114.007,4
3ukrFH17Zl6iEZ2QJ1Zwiy,Don't Côi,"RPT Orijinn, Ronboogz",35,3,-1,VN,2024-02-14,68,True,148880,Don't Côi,2022-11-20,0.808,0.41,2,-10.981,0,0.105,0.816,0.0,0.102,0.361,110.079,4
5T6j0rfpCDBzAxC8Fpd0N7,An Thần,"Low G, Thắng",36,3,10,VN,2024-02-14,68,False,174286,An Thần,2021-10-21,0.758,0.773,6,-7.266,0,0.214,0.631,2.1e-06,0.114,0.907,169.996,4
25h0TqC9H3BcMA7KjK5nHK,vaicaunoicokhiennguoithaydoi,"GREY D, tlinh",37,3,-5,VN,2024-02-14,69,False,225862,vaicaunoicokhiennguoithaydoi,2022-06-20,0.56,0.42,7,-10.729,1,0.257,0.882,0.000605,0.11,0.585,173.695,4
28bxbqNcAuNxYDZYet6eZ7,Chỉ Một Đêm Nữa Thôi,"RPT MCK, tlinh",38,-2,1,VN,2024-02-14,68,True,141760,99%,2023-03-02,0.669,0.773,10,-8.182,1,0.108,0.13,4.01e-05,0.0838,0.358,170.085,4
4CUvVaAYuXtvYURLFz7EIL,Chuyện Đôi Ta (feat. Muộii),"Emcee L (Da LAB), Da LAB, Muộii (Starry Night)",39,7,-4,VN,2024-02-14,68,False,208048,Chuyện Đôi Ta (feat. Muộii),2021-12-01,0.517,0.467,0,-7.222,1,0.0442,0.724,0.0,0.0908,0.453,199.815,3
4qJSUFwZFouto5VZUlln75,Thích Quá Rùi Nà,"tlinh, Trung Trần",40,5,0,VN,2024-02-14,67,False,178000,Thích Quá Rùi Nà,2023-07-14,0.766,0.511,7,-7.47,1,0.0842,0.536,0.0,0.111,0.609,104.944,4
3a2Oftcs10wtzw6AmxuTMU,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,O.lew,41,3,8,VN,2024-02-14,66,False,278732,Rồi Ta Sẽ Ngắm Pháo Hoa Cùng Nhau,2023-01-02,0.638,0.106,3,-15.103,1,0.0424,0.955,1.1e-06,0.237,0.221,123.592,4
24eClW0wZh5fFEFwsUWdSG,Cầu Vĩnh Tuy,"Wren Evans, itsnk",42,-7,-1,VN,2024-02-14,69,False,151782,LOI CHOI: The Neo Pop Punk,2023-12-17,0.761,0.677,0,-10.209,1,0.0379,0.0637,0.00629,0.135,0.908,137.975,4
7tFwBnuaGXqiiONukPRaCo,Miên Man,Minh Huy,43,0,7,VN,2024-02-14,67,False,197998,Miên Man,2022-06-24,0.772,0.519,9,-10.351,1,0.0409,0.639,0.00203,0.101,0.628,120.038,4
08ULi904W2Po6pVj8nN7KC,đưa em về nhàa,"GREY D, Chillies",44,3,0,VN,2024-02-14,67,False,240000,đưa em về nhàa,2023-04-24,0.664,0.531,3,-10.227,1,0.0391,0.674,1.54e-05,0.353,0.644,90.96,4
72ictTz6o0dusD2QpCn4bn,TETVOVEN,"Wxrdie, Andree Right Hand, Machiot",45,3,2,VN,2024-02-14,66,False,197230,TETVOVEN,2023-12-03,0.901,0.756,8,-6.714,1,0.238,0.369,1.99e-06,0.339,0.963,140.119,4
0dBKcPEAsdxWJsqNDNHcPz,Dân Chơi Sao Phải Khóc,"Andree Right Hand, RHYDER, WOKEUP",46,3,-3,VN,2024-02-14,67,False,210944,Dân Chơi Sao Phải Khóc,2024-01-05,0.68,0.612,1,-7.297,0,0.091,0.233,0.0,0.118,0.271,95.017,4
76dD9BdSOzsRJSGGBjOcUf,ngủ một mình (tình rất tình),"HIEUTHUHAI, Negav, Kewtiie",47,3,3,VN,2024-02-14,65,False,192000,ngủ một mình (tình rất tình),2022-12-15,0.783,0.476,0,-8.096,0,0.0293,0.181,0.0,0.0892,0.533,100.017,4
4XYIKLWUw0QYjcftHNvAYW,Dám Rực Rỡ,"WeChoice, GREY D, HIEUTHUHAI, Wren Evans, Obito, Kai Đinh, 2pillz",48,2,2,VN,2024-02-14,50,False,228568,Dám Đam Mê Dám Rực Rỡ,2024-01-25,0.819,0.707,8,-6.087,1,0.087,0.404,0.0,0.232,0.639,126.025,4
6Hs2xIgB8nzyGFDvVA8lFa,Có Em,"Madihu, Low G",49,1,1,VN,2024-02-14,67,False,218512,Có em,2022-04-22,0.79,0.423,9,-7.965,0,0.0533,0.87,0.0,0.149,0.726,133.961,4
5ECHJ1llWBNYLVCYrllD3x,Chạy Khỏi Thế Giới Này,"Da LAB, Phương Ly",50,0,0,VN,2024-02-14,66,False,255429,Chạy Khỏi Thế Giới Này,2022-06-30,0.71,0.552,5,-10.257,1,0.0694,0.761,1.22e-05,0.0921,0.617,139.904,4
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",1,0,0,VE,2024-02-14,97,False,196800,FERXXOCALIPSIS,2023-12-01,0.774,0.86,7,-2.888,0,0.13,0.131,0.0,0.116,0.446,100.019,4
